words,links,capital_words,spam_word_count,is_spam
318,7,26,5,1
129,10,1,5,1
58,3,1,10,1
549,1,18,7,1
88,7,24,7,1
83,2,1,0,0
606,2,21,0,1
384,2,1,0,0
358,0,21,6,1
241,2,5,4,1
325,6,3,8,1
367,3,2,2,0
300,4,18,6,1
471,6,5,5,1
165,1,2,1,0
62,7,21,7,1
827,1,26,10,1
493,4,30,2,1
929,7,19,1,1
881,5,26,4,1
953,8,14,3,1
284,2,6,1,0
92,0,1,2,0
220,2,0,2,0
50,0,3,4,1
207,0,8,1,0
210,3,2,2,0
131,0,3,2,0
187,4,18,3,1
208,0,0,0,0
192,3,13,5,1
173,2,3,0,0
202,2,0,0,0
178,2,5,3,1
122,2,3,2,0
597,10,4,7,1
602,10,16,6,1
128,2,2,2,0
200,1,1,1,0
905,5,5,7,1
68,1,1,6,0
66,0,0,1,0
609,6,5,2,1
173,2,18,6,1
300,1,1,5,0
168,2,1,2,0
122,1,1,1,0
220,2,1,1,0
80,10,25,7,1
65,2,8,0,0
337,3,9,7,1
993,3,29,3,1
897,8,25,2,1
696,4,3,3,1
910,7,24,4,1
343,0,30,10,1
285,0,0,2,0
190,3,26,2,1
81,6,3,2,1
274,2,2,5,1
803,0,16,5,1
132,0,0,1,0
86,2,3,1,0
532,4,26,3,1
429,9,27,9,1
528,9,16,9,1
196,1,1,2,0
200,0,6,10,1
187,2,3,0,0
933,8,0,3,1
530,10,21,7,1
819,3,28,0,1
115,1,3,1,0
175,1,3,1,0
900,9,6,6,1
218,1,2,2,0
284,0,3,6,0
26,1,2,3,0
171,1,0,5,1
98,2,0,2,0
221,7,1,6,1
345,0,1,1,0
274,4,3,4,0
20,1,1,2,0
211,4,1,0,0
451,1,2,1,0
54,4,3,1,0
156,3,9,5,1
632,0,24,4,1
155,0,7,0,0
659,2,27,3,1
933,2,7,3,1
244,2,2,2,0
933,6,14,9,1
197,9,6,3,1
284,2,3,1,0
474,6,7,7,1
182,1,0,0,0
140,10,21,9,1
197,0,3,0,0
658,6,27,10,1
211,1,2,0,0
63,6,9,8,1
73,2,2,0,0
102,2,0,2,0
300,2,1,4,0
60,0,9,4,0
865,9,5,3,1
260,0,0,0,0
126,2,0,2,0
764,3,13,3,1
685,3,24,10,1
286,0,9,1,0
93,4,0,6,0
271,1,9,0,0
698,8,14,0,1
88,2,18,8,1
898,2,3,7,1
440,4,4,2,0
893,2,12,9,1
841,4,15,9,1
38,1,0,1,0
460,2,9,8,1
236,2,1,2,0
119,2,3,1,0
300,5,3,6,1
91,0,1,0,0
476,2,3,3,0
37,0,2,1,0
206,0,0,0,0
149,5,21,9,1
595,3,30,6,1
82,10,8,0,1
85,9,7,3,1
110,5,0,2,0
506,4,12,7,1
616,3,8,7,1
188,0,1,0,0
91,3,0,5,0
375,2,0,2,0
63,2,17,0,1
93,1,0,2,0
127,2,30,4,1
158,6,19,1,1
760,2,24,3,1
116,5,24,10,1
731,4,12,10,1
71,2,0,2,0
54,2,11,5,1
665,7,29,10,1
867,8,26,10,1
45,1,2,1,0
80,1,3,2,0
199,2,2,1,0
268,2,1,1,0
162,8,12,8,1
230,2,3,1,0
90,2,21,6,1
182,4,17,0,1
155,1,1,0,0
143,4,21,2,1
358,1,17,1,1
755,9,6,6,1
602,10,30,5,1
442,3,28,10,1
836,3,6,3,1
312,2,2,2,0
121,0,0,2,0
163,0,3,4,0
169,0,8,6,0
235,0,1,3,0
179,2,20,0,1
768,7,19,3,1
149,6,25,5,1
725,8,3,9,1
573,2,27,5,1
402,1,1,1,0
479,2,2,5,0
948,8,2,8,1
489,1,4,5,1
807,7,22,4,1
126,1,3,0,0
194,2,3,3,0
116,9,28,9,1
202,0,2,0,0
180,3,2,0,0
355,5,13,4,1
475,4,15,8,1
37,1,2,2,0
103,1,3,1,0
268,0,0,2,0
229,2,3,0,0
385,2,1,2,0
364,0,1,0,0
249,7,10,9,1
343,0,2,1,0
187,5,23,10,1
186,10,28,6,1
542,2,22,3,1
208,2,1,1,0
739,5,5,5,1
106,1,0,2,0
169,0,2,3,0
279,5,2,2,0
76,1,15,4,1
283,0,2,0,0
166,0,1,3,0
242,1,1,2,0
150,4,16,0,1
888,7,9,8,1
160,2,2,2,0
129,9,5,3,1
505,5,7,10,1
269,4,1,2,0
141,1,2,3,1
400,0,0,1,0
189,0,2,0,0
282,4,26,6,1
135,2,2,1,0
795,5,14,1,1
127,0,0,2,0
454,2,0,5,0
213,1,0,0,0
908,2,29,9,1
158,9,25,9,1
165,1,10,1,0
125,6,24,5,1
667,1,1,7,1
159,4,3,0,0
132,2,2,6,0
78,1,10,2,0
891,3,18,4,1
29,4,2,0,0
29,0,2,0,0
45,2,1,5,0
83,1,0,0,0
868,10,16,5,1
375,1,6,1,0
91,2,2,2,0
546,4,7,4,1
231,4,3,2,0
114,7,11,3,1
31,1,2,1,0
391,4,22,4,1
963,5,24,1,1
39,1,0,0,0
39,2,1,0,0
351,10,7,4,1
275,2,0,2,0
421,2,3,0,0
138,6,13,5,1
132,3,23,3,1
159,2,3,0,0
177,6,20,3,1
383,8,0,0,1
117,2,3,4,0
28,4,0,0,0
406,0,1,0,0
364,10,11,1,1
118,2,6,8,1
681,4,18,10,1
792,3,28,9,1
74,1,0,2,0
520,3,24,0,1
72,2,0,2,0
111,2,0,2,0
38,1,2,1,0
45,0,0,5,0
44,0,3,4,0
559,10,21,10,1
168,1,2,0,0
482,2,1,2,0
37,0,2,0,0
35,2,0,2,0
156,1,3,2,0
188,0,0,2,0
137,2,2,0,0
173,2,1,1,0
68,2,2,0,0
126,1,2,1,0
21,1,7,3,0
195,0,7,1,0
405,9,1,4,1
131,0,10,4,1
170,5,1,0,0
59,1,0,1,0
414,1,1,0,0
101,1,14,6,1
210,2,6,3,1
865,7,10,8,1
751,6,1,9,1
81,5,23,3,1
250,2,8,1,0
227,2,4,1,0
361,0,3,0,0
105,1,3,5,0
657,2,4,3,1
504,2,29,7,1
372,9,21,5,1
151,0,0,5,0
268,5,5,6,1
226,5,8,2,0
65,1,5,2,0
197,7,0,10,1
294,0,1,2,0
336,4,2,0,0
846,2,23,1,1
204,1,8,2,0
97,2,29,10,1
584,9,12,1,1
305,1,5,7,1
242,0,1,1,0
444,7,15,7,1
294,7,27,3,1
360,3,0,1,0
265,2,2,4,0
92,5,27,10,1
874,1,1,5,1
333,2,2,4,0
163,3,5,9,1
168,0,7,10,1
720,5,9,3,1
483,0,15,7,1
218,1,3,3,0
109,1,1,1,0
171,0,3,1,0
217,5,0,1,0
464,5,0,2,0
834,0,9,6,1
429,0,3,2,0
126,0,1,2,0
809,2,28,6,1
410,5,22,9,1
123,4,30,8,1
660,6,4,7,1
142,0,1,10,1
277,1,1,0,0
893,1,26,8,1
638,10,20,2,1
971,0,13,3,1
43,0,1,1,0
21,0,1,2,0
94,1,2,2,0
445,2,3,2,0
156,8,24,2,1
284,1,1,0,0
493,3,1,4,0
753,8,11,8,1
335,4,21,9,1
146,4,28,5,1
294,0,2,1,0
151,1,0,6,0
118,1,7,0,0
212,9,26,7,1
198,2,0,0,0
341,4,8,2,0
640,2,29,7,1
125,0,0,0,0
141,1,10,0,0
336,3,27,0,1
258,5,9,2,0
171,4,3,0,0
132,2,2,0,0
46,2,1,0,0
133,0,1,0,0
395,1,3,4,0
21,2,1,1,0
706,4,6,7,1
149,3,30,2,1
984,6,20,4,1
206,0,2,0,0
105,1,2,2,0
177,4,22,2,1
678,9,14,8,1
267,2,1,0,0
126,0,0,1,0
317,0,1,1,0
176,1,0,0,0
645,2,9,3,1
859,1,28,5,1
314,0,8,5,1
744,2,23,0,1
96,2,3,2,0
30,5,3,1,0
455,1,3,0,0
337,1,4,3,1
366,0,5,0,0
911,0,5,8,1
283,4,2,2,0
292,2,0,1,0
154,2,1,2,0
441,0,3,2,0
278,0,1,4,0
274,2,2,2,0
158,10,26,4,1
412,1,2,2,0
757,9,30,3,1
214,2,0,0,0
237,1,9,2,0
390,6,23,3,1
218,4,3,1,0
205,4,3,3,1
364,1,1,1,0
211,1,2,4,0
216,0,2,2,0
411,1,3,2,0
209,4,2,4,1
391,2,2,6,0
92,3,29,10,1
85,8,4,9,1
120,0,2,0,0
196,0,9,6,1
944,7,0,4,1
553,1,6,3,1
156,1,0,2,0
21,0,0,5,0
290,4,0,0,0
944,10,15,6,1
286,0,3,2,0
238,1,0,0,0
633,2,19,8,1
965,3,14,8,1
45,0,2,0,0
145,1,5,5,0
632,8,28,8,1
103,4,0,2,0
203,2,2,5,0
374,3,17,3,1
136,4,16,10,1
129,1,3,4,0
97,0,3,0,0
130,3,13,5,1
89,4,2,2,0
299,9,2,3,1
69,3,29,3,1
428,3,25,0,1
622,5,1,7,1
83,5,1,2,0
490,0,1,6,0
557,2,25,1,1
891,8,10,3,1
517,6,19,4,1
200,2,6,0,0
180,5,10,0,0
171,4,1,6,1
304,1,7,0,0
99,2,21,7,1
146,0,1,2,0
62,2,2,0,0
246,0,1,2,0
345,2,8,6,1
164,10,12,9,1
130,2,9,3,1
153,5,0,0,0
778,3,10,3,1
205,7,13,7,1
255,2,1,1,0
646,4,25,9,1
140,10,18,9,1
25,5,2,1,0
273,2,2,5,0
640,4,2,0,1
449,1,3,1,0
558,3,5,0,1
395,4,6,10,1
840,1,16,5,1
51,2,6,3,1
895,4,22,2,1
31,1,0,0,0
426,0,2,1,0
540,6,8,8,1
195,1,2,2,0
169,2,3,3,0
113,10,9,6,1
132,3,8,5,1
53,1,3,2,0
281,2,4,6,1
274,0,3,1,0
109,2,1,2,0
106,2,5,10,1
233,1,2,0,0
220,2,2,1,0
299,0,2,0,0
37,1,2,2,0
985,3,10,3,1
60,1,0,0,0
317,3,24,3,1
213,2,8,1,0
231,4,0,1,0
130,1,1,0,0
220,2,0,1,0
75,0,0,2,0
249,0,3,3,0
988,6,0,3,1
891,9,28,0,1
615,2,14,4,1
116,2,3,1,0
878,2,4,7,1
25,2,7,0,0
162,4,2,5,0
104,1,3,1,0
263,1,4,2,0
389,1,27,2,1
181,2,3,1,0
153,0,3,2,0
532,7,25,4,1
682,3,13,10,1
431,1,1,2,0
473,1,0,1,0
413,8,28,4,1
277,2,8,1,0
50,4,1,1,0
80,2,3,0,0
282,0,1,4,0
619,2,29,8,1
144,2,3,1,0
85,9,0,7,1
47,3,1,5,0
235,1,3,2,0
206,1,0,1,0
212,5,2,0,0
799,9,1,8,1
279,2,0,2,0
219,1,8,0,0
254,4,18,9,1
138,2,3,7,1
204,2,3,0,0
174,0,4,2,0
995,2,16,7,1
529,2,30,9,1
159,1,8,0,0
192,1,9,2,0
143,5,26,4,1
503,5,20,6,1
392,6,28,9,1
80,0,2,6,0
196,0,1,2,0
247,2,4,5,0
271,1,0,2,0
291,1,1,2,0
208,1,2,0,0
825,3,22,10,1
251,3,27,6,1
288,5,3,0,0
256,1,3,1,0
238,3,11,9,1
188,3,5,4,1
61,3,0,6,1
239,1,3,6,0
164,9,25,6,1
363,5,11,5,1
892,7,3,4,1
73,5,0,3,1
614,0,16,5,1
635,2,9,6,1
160,1,1,0,0
470,3,5,5,1
519,6,8,6,1
161,5,8,6,1
472,9,20,1,1
961,9,30,6,1
656,6,27,3,1
882,1,18,9,1
185,0,0,0,0
254,0,1,1,0
213,0,0,2,0
174,6,29,5,1
808,5,4,4,1
37,2,2,2,0
868,9,14,5,1
20,1,2,2,0
618,4,1,6,1
638,9,1,6,1
776,3,30,3,1
267,5,2,1,0
118,8,3,0,1
42,1,3,1,0
236,1,10,2,0
151,4,0,6,1
209,1,2,0,0
536,0,13,6,1
275,1,0,0,0
89,4,29,3,1
905,4,5,8,1
213,2,1,1,0
908,2,27,9,1
142,4,0,0,0
225,3,2,1,0
857,2,25,0,1
230,0,3,2,0
874,6,25,4,1
197,0,2,0,0
275,1,5,0,0
610,8,20,5,1
27,2,2,0,0
147,0,0,1,0
160,1,2,2,0
923,2,17,1,1
966,10,20,10,1
94,0,0,0,0
946,7,16,10,1
159,2,9,2,0
76,9,14,10,1
145,2,7,2,0
46,1,2,0,0
202,1,1,1,0
74,1,3,0,0
337,0,9,0,0
782,1,14,5,1
285,0,3,1,0
69,0,3,1,0
133,0,2,0,0
575,5,29,3,1
162,3,3,5,0
730,3,17,10,1
235,8,2,3,1
88,4,0,1,0
672,5,23,4,1
405,5,4,9,1
405,1,3,2,0
804,10,15,3,1
116,10,25,7,1
99,4,2,0,0
849,7,0,4,1
865,2,27,7,1
110,6,10,8,1
59,0,2,1,0
273,2,0,0,0
100,3,27,10,1
278,2,7,7,1
279,2,2,5,0
101,0,1,1,0
164,2,0,0,0
46,1,3,6,0
784,4,27,3,1
577,4,27,9,1
102,6,19,7,1
113,0,3,2,0
404,1,2,6,0
39,0,4,0,0
184,2,3,2,0
265,0,4,3,0
120,1,5,0,0
100,2,1,2,0
951,6,21,10,1
892,7,24,8,1
158,2,21,1,1
113,2,1,1,0
194,1,4,5,0
256,0,1,2,0
172,1,2,4,0
366,2,1,1,0
25,2,3,1,0
195,9,14,0,1
68,1,3,0,0
357,1,3,1,0
206,0,2,2,0
242,1,1,3,0
42,1,2,2,0
265,2,1,2,0
193,2,1,1,1
824,1,0,8,1
153,3,30,3,1
181,2,1,2,0
192,7,17,9,1
170,2,9,2,0
56,4,30,8,1
63,1,6,0,0
44,0,0,6,0
168,2,7,2,0
168,4,13,2,1
517,2,18,10,1
435,9,6,5,1
242,3,1,6,0
459,7,22,7,1
205,1,5,6,0
612,7,16,0,1
679,10,7,6,1
39,2,5,1,0
198,4,27,10,1
150,0,1,1,0
791,2,30,1,1
838,2,2,3,1
180,1,4,1,0
448,9,10,9,1
226,2,0,1,0
452,5,24,3,1
820,3,20,6,1
381,3,24,3,1
241,2,2,2,0
131,7,20,10,1
146,0,2,0,0
168,5,5,3,1
242,1,1,4,0
88,1,25,10,1
138,9,5,9,1
147,4,2,4,1
308,1,3,6,0
395,5,3,10,1
482,2,0,2,0
157,1,1,1,0
109,1,5,2,0
203,0,2,6,0
100,2,2,1,0
67,5,2,2,0
92,1,2,0,0
76,0,7,6,0
380,4,4,7,1
142,0,0,1,0
245,5,28,7,1
816,0,20,7,1
89,2,2,2,0
798,5,12,7,1
370,0,2,2,0
301,9,6,7,1
334,3,27,6,1
286,1,1,0,0
255,1,2,0,0
260,2,7,1,0
50,2,23,7,1
233,1,0,1,0
231,1,20,5,1
469,7,2,10,1
182,1,0,1,0
143,4,0,8,1
780,3,7,8,1
825,6,21,8,1
984,4,17,9,1
84,2,1,2,0
242,4,0,1,0
450,1,7,0,0
324,8,19,10,1
180,10,23,6,1
184,0,4,0,0
306,5,8,0,0
135,5,3,0,0
952,8,27,5,1
114,0,0,0,0
158,0,0,5,0
791,3,22,7,1
189,10,26,4,1
51,0,2,0,0
714,3,5,4,1
139,1,0,3,0
421,7,17,5,1
90,1,3,2,0
331,2,2,4,0
204,2,2,2,0
161,3,26,8,1
245,4,8,1,0
26,0,0,0,0
51,2,1,0,0
102,1,2,0,0
862,3,5,5,1
107,2,0,2,0
153,0,3,1,0
917,6,2,3,1
250,0,2,2,0
83,4,2,0,0
175,1,1,0,0
188,1,3,2,0
116,1,11,0,1
297,2,0,1,0
935,8,12,5,1
119,2,9,6,1
208,1,2,2,0
178,1,2,2,0
45,2,0,1,0
166,9,29,7,1
171,4,8,2,0
772,4,14,2,1
225,2,27,10,1
616,4,30,5,1
24,4,0,5,0
254,5,3,2,0
693,9,26,2,1
162,7,30,10,1
742,6,23,6,1
56,0,8,1,0
198,0,2,2,0
97,1,2,0,0
259,3,3,2,0
340,1,3,6,0
57,2,0,4,0
137,1,3,0,0
134,4,29,7,1
269,0,1,2,0
239,2,7,2,0
565,7,15,5,1
106,10,11,10,1
507,3,3,10,1
160,2,2,0,0
189,2,3,1,0
332,10,13,1,1
286,1,10,2,0
433,1,2,2,0
289,9,4,10,1
46,0,7,0,0
229,1,0,6,0
284,2,3,4,0
505,10,3,6,1
999,6,11,6,1
457,6,26,10,1
867,1,3,4,1
938,2,6,9,1
249,1,3,1,0
923,2,26,10,1
217,1,2,1,0
448,2,10,4,0
151,1,3,2,0
118,1,1,2,0
882,7,21,3,1
379,0,3,2,0
333,2,0,2,0
223,9,30,1,1
860,5,16,6,1
74,1,1,0,0
124,1,2,1,0
257,0,2,2,0
539,4,4,3,1
813,9,11,0,1
239,2,26,10,1
627,8,8,6,1
168,4,6,0,1
473,10,11,4,1
688,8,6,1,1
260,2,10,2,0
154,3,27,0,1
425,1,0,0,0
137,10,2,2,1
144,1,4,0,0
449,2,0,8,1
87,0,1,0,0
60,1,3,0,0
131,0,2,0,0
271,4,1,0,0
328,10,1,4,1
259,8,21,9,1
191,10,25,3,1
739,2,23,10,1
435,0,1,2,0
259,0,0,1,0
52,2,0,0,0
496,4,4,0,1
203,2,24,2,1
153,5,10,0,0
345,3,3,1,0
224,1,0,2,0
651,10,1,9,1
103,2,2,2,0
782,6,6,8,1
177,2,3,0,0
33,2,0,5,0
180,0,25,10,1
82,0,24,6,1
55,2,3,2,0
76,3,5,9,1
54,5,12,7,1
266,0,0,0,0
178,0,9,3,0
958,2,2,4,1
458,9,16,5,1
69,0,2,2,0
543,10,9,8,1
250,2,0,1,0
184,2,4,1,0
860,3,23,5,1
169,1,0,6,0
201,2,9,2,0
158,3,0,1,0
128,1,3,0,0
277,1,2,4,0
262,2,2,2,0
289,0,0,0,0
272,1,2,1,0
671,7,7,9,1
414,8,11,10,1
80,4,19,6,1
86,5,27,8,1
81,10,22,8,1
57,1,2,4,0
90,2,8,1,0
221,1,5,2,0
179,2,29,6,1
261,1,2,2,0
61,8,7,4,1
232,1,2,1,0
201,0,1,0,0
718,5,11,9,1
187,8,15,6,1
202,2,2,0,0
373,4,1,3,0
719,4,5,5,1
944,2,7,10,1
107,4,18,8,1
79,1,0,2,0
922,6,7,10,1
193,1,1,1,0
252,0,2,4,0
962,2,19,8,1
112,7,6,5,1
149,2,0,1,0
188,6,19,7,1
810,4,15,5,1
474,8,23,6,1
159,5,1,2,0
159,6,19,7,1
891,8,5,2,1
279,6,10,7,1
177,2,3,1,0
184,2,0,2,0
85,2,0,2,0
168,3,6,0,1
892,9,20,3,1
61,2,2,3,0
558,0,10,5,1
97,4,15,10,1
328,10,30,10,1
131,1,0,1,0
644,2,16,2,1
754,2,12,5,1
909,1,25,4,1
259,0,1,6,0
22,2,0,2,0
500,4,18,3,1
21,0,2,4,0
188,2,17,9,1
146,1,2,0,0
250,2,3,1,0
355,1,27,6,1
267,3,1,6,0
292,7,3,10,1
959,3,28,4,1
106,0,3,0,0
283,2,0,3,0
200,2,3,0,0
226,3,19,4,1
408,2,21,0,1
182,2,5,4,0
74,0,2,0,0
345,2,1,1,0
97,7,4,6,1
175,1,13,6,1
456,7,24,9,1
832,1,5,3,1
234,2,2,1,0
273,0,1,2,0
944,3,23,7,1
393,8,10,3,1
94,0,1,2,0
575,5,27,4,1
253,0,0,2,0
236,1,19,3,1
412,6,6,4,1
802,10,30,8,1
714,2,16,9,1
427,0,29,4,1
515,3,14,10,1
107,2,2,1,0
498,10,17,7,1
213,0,1,5,1
647,2,5,1,1
577,3,19,5,1
248,2,1,2,0
154,5,0,2,0
223,1,3,1,0
153,8,24,5,1
134,0,2,5,0
473,1,0,2,0
217,0,3,0,0
140,0,3,2,0
637,4,7,9,1
255,2,26,1,1
458,5,22,9,1
275,2,0,0,0
233,4,8,2,0
814,7,7,7,1
38,2,6,1,0
229,0,4,6,0
259,0,3,1,0
488,0,3,2,0
179,9,29,3,1
277,0,1,1,0
205,0,0,2,0
677,7,28,7,1
64,9,21,5,1
185,4,26,2,1
153,4,3,2,0
78,0,7,1,0
125,2,3,6,0
169,8,25,9,1
574,9,1,5,1
53,0,0,1,0
242,2,3,5,0
322,5,2,1,0
732,2,13,3,1
294,2,1,0,0
426,1,0,0,0
758,2,21,3,1
363,1,1,2,0
683,5,0,2,1
296,2,3,1,0
432,9,14,3,1
165,0,10,1,0
98,8,16,2,1
134,2,16,2,1
296,1,0,1,0
453,1,7,0,1
43,2,1,1,0
56,0,3,2,0
573,10,30,3,1
239,2,2,2,0
27,0,2,0,0
298,3,22,8,1
275,1,1,2,0
445,0,3,2,0
264,1,4,1,0
286,3,23,3,1
454,3,7,2,1
81,2,2,2,0
247,1,1,4,0
440,1,3,2,0
35,2,6,4,0
672,6,16,7,1
89,1,3,2,0
189,2,2,2,0
600,5,24,8,1
49,1,2,1,0
734,3,22,8,1
269,0,0,0,0
465,4,12,4,1
90,3,7,5,1
277,2,1,2,0
55,2,10,5,0
192,2,30,7,1
128,0,0,0,0
60,4,0,0,0
20,3,2,1,0
935,9,17,10,1
48,1,1,0,0
283,2,3,5,0
392,7,10,2,1
918,6,1,5,1
434,0,1,4,0
776,10,9,3,1
271,2,4,0,0
394,9,3,8,1
789,10,8,9,1
174,7,12,10,1
134,2,22,9,1
849,2,10,5,1
531,4,10,1,1
497,6,2,4,1
470,1,3,1,0
92,1,7,0,0
282,1,1,0,0
978,6,3,3,1
274,1,3,1,0
302,7,15,0,1
170,2,2,2,0
247,0,1,4,0
661,7,14,7,1
56,9,11,8,1
759,5,2,5,1
327,0,3,0,0
318,2,19,10,1
301,10,30,3,1
64,3,27,3,1
281,2,7,2,0
275,0,1,3,0
151,9,23,6,1
32,1,2,0,0
172,2,1,1,0
108,10,20,5,1
211,5,3,1,0
33,1,3,1,0
148,1,0,2,0
253,0,3,1,0
633,8,5,10,1
405,7,17,8,1
170,1,2,0,0
94,3,2,2,0
158,6,20,10,1
135,0,3,0,1
212,3,7,0,0
208,7,15,10,1
196,1,1,2,0
154,9,25,10,1
232,10,26,3,1
388,7,24,2,1
244,2,1,1,0
281,1,3,0,0
900,7,17,5,1
30,0,1,1,0
178,0,9,6,0
237,2,2,1,0
369,2,4,6,0
255,4,1,4,0
156,1,0,1,0
117,7,9,10,1
220,1,3,0,0
274,4,0,2,0
217,0,9,2,0
184,2,0,6,0
51,1,2,0,0
